Location,Sex,year,age,px,fx
Brazil,Female,1955,73,0.93455153,0
Brazil,Female,1955,74,0.92843444,0
Brazil,Female,1955,75,0.9218479,0
Brazil,Female,1955,76,0.91466019,0
Brazil,Female,1955,77,0.90671051,0
Brazil,Female,1955,78,0.8978796,0
Brazil,Female,1955,79,0.88817449,0
Brazil,Female,1955,80,0.87768712,0
Brazil,Female,1955,81,0.86664173,0
Brazil,Female,1955,82,0.85525488,0
Brazil,Female,1955,83,0.84360267,0
Brazil,Female,1955,84,0.83162903,0
Brazil,Female,1955,85,0.8190038,0
Brazil,Female,1955,86,0.8053344,0
Brazil,Female,1955,87,0.79027106,0
Brazil,Female,1955,88,0.77358035,0
Brazil,Female,1955,89,0.75540838,0
Brazil,Female,1955,90,0.7360959,0
Brazil,Female,1955,91,0.71625259,0
Brazil,Female,1955,92,0.69654602,0
Brazil,Female,1955,93,0.67744306,0
Brazil,Female,1955,94,0.65930421,0
Brazil,Female,1955,95,0.64035305,0
Brazil,Female,1955,96,0.62125557,0
Brazil,Female,1955,97,0.60245709,0
Brazil,Female,1955,98,0.58407343,0
Brazil,Female,1955,99,0.56620992,0
Brazil,Female,1955,100,0,0
Brazil,Female,1956,0,0.87083935,0
Brazil,Female,1956,1,0.97706084,0
Brazil,Female,1956,2,0.98566159,0
Brazil,Female,1956,3,0.99090193,0
Brazil,Female,1956,4,0.99403244,0
Brazil,Female,1956,5,0.9960181,0
Brazil,Female,1956,6,0.9972056,0
Brazil,Female,1956,7,0.99779628,0
Brazil,Female,1956,8,0.99799152,0
Brazil,Female,1956,9,0.99799268,0
Brazil,Female,1956,10,0.99800463,0
Brazil,Female,1956,11,0.99793191,0
Brazil,Female,1956,12,0.99780182,0
Brazil,Female,1956,13,0.99763838,0
Brazil,Female,1956,14,0.9974554,0
Brazil,Female,1956,15,0.99726421,0.026701
Brazil,Female,1956,16,0.9970663,0.052018999999999996
